school,conference,host,sport,season,method,n_players
Oakland,Horizon,goldengrizzlies.com,womens-tennis,2023,legacy-html,7
Oakland,Horizon,goldengrizzlies.com,womens-tennis,2024,legacy-html,6
Oakland,Horizon,goldengrizzlies.com,womens-tennis,2025,legacy-html,6
Oakland,Horizon,goldengrizzlies.com,womens-tennis,2026,legacy-html,5
Buffalo,MAC,ubbulls.com,mens-tennis,2022,devalue,8
Buffalo,MAC,ubbulls.com,mens-tennis,2023,devalue,9
Buffalo,MAC,ubbulls.com,mens-tennis,2024,devalue,8
Buffalo,MAC,ubbulls.com,mens-tennis,2025,devalue,8
Buffalo,MAC,ubbulls.com,mens-tennis,2026,devalue,8
Buffalo,MAC,ubbulls.com,womens-tennis,2022,devalue,9
Buffalo,MAC,ubbulls.com,womens-tennis,2023,devalue,9
Buffalo,MAC,ubbulls.com,womens-tennis,2024,devalue,9
Buffalo,MAC,ubbulls.com,womens-tennis,2025,devalue,8
Buffalo,MAC,ubbulls.com,womens-tennis,2026,devalue,8
Purdue Fort Wayne,Horizon,gomastodons.com,mens-tennis,2022,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,mens-tennis,2023,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,mens-tennis,2024,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,mens-tennis,2025,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,mens-tennis,2026,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,womens-tennis,2022,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,womens-tennis,2023,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,womens-tennis,2024,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,womens-tennis,2025,none,0
Purdue Fort Wayne,Horizon,gomastodons.com,womens-tennis,2026,none,0
Akron,MAC,gozips.com,mens-tennis,2022,none,0
Akron,MAC,gozips.com,mens-tennis,2023,none,0
Akron,MAC,gozips.com,mens-tennis,2024,none,0
Akron,MAC,gozips.com,mens-tennis,2025,none,0
Akron,MAC,gozips.com,mens-tennis,2026,none,0
Akron,MAC,gozips.com,womens-tennis,2022,devalue,9
Akron,MAC,gozips.com,womens-tennis,2023,devalue,9
Akron,MAC,gozips.com,womens-tennis,2024,devalue,9
Akron,MAC,gozips.com,womens-tennis,2025,devalue,9
Akron,MAC,gozips.com,womens-tennis,2026,devalue,9
Bowling Green,MAC,bgsufalcons.com,mens-tennis,2022,none,0
Bowling Green,MAC,bgsufalcons.com,mens-tennis,2023,none,0
Bowling Green,MAC,bgsufalcons.com,mens-tennis,2024,none,0
Bowling Green,MAC,bgsufalcons.com,mens-tennis,2025,none,0
Bowling Green,MAC,bgsufalcons.com,mens-tennis,2026,none,0
Bowling Green,MAC,bgsufalcons.com,womens-tennis,2022,devalue,6
Bowling Green,MAC,bgsufalcons.com,womens-tennis,2023,devalue,7
Bowling Green,MAC,bgsufalcons.com,womens-tennis,2024,devalue,9
Bowling Green,MAC,bgsufalcons.com,womens-tennis,2025,devalue,10
Bowling Green,MAC,bgsufalcons.com,womens-tennis,2026,devalue,8
Northern Illinois,MAC,niuhuskies.com,mens-tennis,2022,legacy-html,8
Northern Illinois,MAC,niuhuskies.com,mens-tennis,2023,legacy-html,9
Northern Illinois,MAC,niuhuskies.com,mens-tennis,2024,legacy-html,9
Northern Illinois,MAC,niuhuskies.com,mens-tennis,2025,legacy-html,10
Northern Illinois,MAC,niuhuskies.com,mens-tennis,2026,legacy-html,10
Northern Illinois,MAC,niuhuskies.com,womens-tennis,2022,legacy-html,10
Northern Illinois,MAC,niuhuskies.com,womens-tennis,2023,legacy-html,10
Northern Illinois,MAC,niuhuskies.com,womens-tennis,2024,legacy-html,10
Northern Illinois,MAC,niuhuskies.com,womens-tennis,2025,legacy-html,10
Northern Illinois,MAC,niuhuskies.com,womens-tennis,2026,legacy-html,10
Western Michigan,MAC,wmubroncos.com,mens-tennis,2022,legacy-html,9
Western Michigan,MAC,wmubroncos.com,mens-tennis,2023,legacy-html,8
Western Michigan,MAC,wmubroncos.com,mens-tennis,2024,legacy-html,11
Western Michigan,MAC,wmubroncos.com,mens-tennis,2025,legacy-html,11
Western Michigan,MAC,wmubroncos.com,mens-tennis,2026,legacy-html,10
Western Michigan,MAC,wmubroncos.com,womens-tennis,2022,legacy-html,11
Western Michigan,MAC,wmubroncos.com,womens-tennis,2023,legacy-html,8
Western Michigan,MAC,wmubroncos.com,womens-tennis,2024,legacy-html,9
Western Michigan,MAC,wmubroncos.com,womens-tennis,2025,legacy-html,8
Western Michigan,MAC,wmubroncos.com,womens-tennis,2026,legacy-html,10
Eastern Michigan,MAC,emueagles.com,mens-tennis,2022,none,0
Eastern Michigan,MAC,emueagles.com,mens-tennis,2023,none,0
Eastern Michigan,MAC,emueagles.com,mens-tennis,2024,none,0
Eastern Michigan,MAC,emueagles.com,mens-tennis,2025,none,0
Eastern Michigan,MAC,emueagles.com,mens-tennis,2026,none,0
Eastern Michigan,MAC,emueagles.com,womens-tennis,2022,devalue,9
Eastern Michigan,MAC,emueagles.com,womens-tennis,2023,devalue,8
Eastern Michigan,MAC,emueagles.com,womens-tennis,2024,devalue,10
Eastern Michigan,MAC,emueagles.com,womens-tennis,2025,devalue,10
Eastern Michigan,MAC,emueagles.com,womens-tennis,2026,devalue,8
Toledo,MAC,utrockets.com,mens-tennis,2022,devalue,9
Toledo,MAC,utrockets.com,mens-tennis,2023,devalue,9
Toledo,MAC,utrockets.com,mens-tennis,2024,devalue,8
Toledo,MAC,utrockets.com,mens-tennis,2025,devalue,8
Toledo,MAC,utrockets.com,mens-tennis,2026,devalue,7
Toledo,MAC,utrockets.com,womens-tennis,2022,devalue,8
Toledo,MAC,utrockets.com,womens-tennis,2023,devalue,8
Toledo,MAC,utrockets.com,womens-tennis,2024,devalue,8
Toledo,MAC,utrockets.com,womens-tennis,2025,devalue,7
Toledo,MAC,utrockets.com,womens-tennis,2026,devalue,9
Miami (OH),MAC,miamiredhawks.com,mens-tennis,2022,none,0
Miami (OH),MAC,miamiredhawks.com,mens-tennis,2023,none,0
Miami (OH),MAC,miamiredhawks.com,mens-tennis,2024,none,0
Miami (OH),MAC,miamiredhawks.com,mens-tennis,2025,none,0
Miami (OH),MAC,miamiredhawks.com,mens-tennis,2026,none,0
Miami (OH),MAC,miamiredhawks.com,womens-tennis,2022,devalue,9
Miami (OH),MAC,miamiredhawks.com,womens-tennis,2023,devalue,10
Miami (OH),MAC,miamiredhawks.com,womens-tennis,2024,devalue,8
Miami (OH),MAC,miamiredhawks.com,womens-tennis,2025,devalue,9
Miami (OH),MAC,miamiredhawks.com,womens-tennis,2026,devalue,9
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,mens-tennis,2022,legacy-html,9
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,mens-tennis,2023,legacy-html,9
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,mens-tennis,2024,legacy-html,8
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,mens-tennis,2025,legacy-html,9
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,mens-tennis,2026,legacy-html,8
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,womens-tennis,2022,legacy-html,8
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,womens-tennis,2023,legacy-html,10
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,womens-tennis,2024,legacy-html,8
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,womens-tennis,2025,legacy-html,9
North Dakota,Summit / MAAC / NEC / OVC,fightinghawks.com,womens-tennis,2026,legacy-html,8
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,mens-tennis,2022,devalue,9
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,mens-tennis,2023,devalue,8
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,mens-tennis,2024,devalue,9
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,mens-tennis,2025,devalue,10
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,mens-tennis,2026,devalue,9
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,womens-tennis,2022,devalue,8
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,womens-tennis,2023,devalue,7
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,womens-tennis,2024,devalue,7
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,womens-tennis,2025,devalue,8
Denver,Summit / MAAC / NEC / OVC,denverpioneers.com,womens-tennis,2026,devalue,8
Kent State,MAC,kentstatesports.com,mens-tennis,2022,none,0
Kent State,MAC,kentstatesports.com,mens-tennis,2023,none,0
Kent State,MAC,kentstatesports.com,mens-tennis,2024,none,0
Kent State,MAC,kentstatesports.com,mens-tennis,2025,none,0
Kent State,MAC,kentstatesports.com,mens-tennis,2026,none,0
Kent State,MAC,kentstatesports.com,womens-tennis,2022,none,0
Kent State,MAC,kentstatesports.com,womens-tennis,2023,none,0
Kent State,MAC,kentstatesports.com,womens-tennis,2024,none,0
Kent State,MAC,kentstatesports.com,womens-tennis,2025,none,0
Kent State,MAC,kentstatesports.com,womens-tennis,2026,none,0
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,mens-tennis,2022,devalue,11
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,mens-tennis,2023,devalue,11
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,mens-tennis,2024,devalue,11
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,mens-tennis,2025,devalue,11
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,mens-tennis,2026,devalue,11
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,womens-tennis,2022,devalue,10
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,womens-tennis,2023,devalue,10
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,womens-tennis,2024,devalue,10
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,womens-tennis,2025,devalue,10
South Dakota State,Summit / MAAC / NEC / OVC,gojacks.com,womens-tennis,2026,devalue,10
Omaha,Summit / MAAC / NEC / OVC,omavs.com,mens-tennis,2022,legacy-html,11
Omaha,Summit / MAAC / NEC / OVC,omavs.com,mens-tennis,2023,legacy-html,8
Omaha,Summit / MAAC / NEC / OVC,omavs.com,mens-tennis,2024,legacy-html,8
Omaha,Summit / MAAC / NEC / OVC,omavs.com,mens-tennis,2025,legacy-html,9
Omaha,Summit / MAAC / NEC / OVC,omavs.com,mens-tennis,2026,legacy-html,10
Omaha,Summit / MAAC / NEC / OVC,omavs.com,womens-tennis,2022,legacy-html,11
Omaha,Summit / MAAC / NEC / OVC,omavs.com,womens-tennis,2023,legacy-html,10
Omaha,Summit / MAAC / NEC / OVC,omavs.com,womens-tennis,2024,legacy-html,10
Omaha,Summit / MAAC / NEC / OVC,omavs.com,womens-tennis,2025,legacy-html,9
Omaha,Summit / MAAC / NEC / OVC,omavs.com,womens-tennis,2026,legacy-html,8
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,mens-tennis,2022,legacy-html,9
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,mens-tennis,2023,legacy-html,11
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,mens-tennis,2024,legacy-html,12
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,mens-tennis,2025,legacy-html,11
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,mens-tennis,2026,legacy-html,9
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,womens-tennis,2022,legacy-html,10
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,womens-tennis,2023,legacy-html,10
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,womens-tennis,2024,legacy-html,11
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,womens-tennis,2025,legacy-html,10
Fairfield,Summit / MAAC / NEC / OVC,fairfieldstags.com,womens-tennis,2026,legacy-html,11
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,mens-tennis,2022,legacy-html,8
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,mens-tennis,2023,legacy-html,16
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,mens-tennis,2024,legacy-html,18
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,mens-tennis,2025,legacy-html,13
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,mens-tennis,2026,legacy-html,10
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,womens-tennis,2022,legacy-html,6
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,womens-tennis,2023,legacy-html,11
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,womens-tennis,2024,legacy-html,10
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,womens-tennis,2025,legacy-html,9
Rider,Summit / MAAC / NEC / OVC,gobroncs.com,womens-tennis,2026,legacy-html,10
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,mens-tennis,2022,legacy-html,12
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,mens-tennis,2023,legacy-html,9
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,mens-tennis,2024,legacy-html,8
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,mens-tennis,2025,legacy-html,9
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,mens-tennis,2026,legacy-html,7
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,womens-tennis,2022,legacy-html,8
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,womens-tennis,2023,legacy-html,9
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,womens-tennis,2024,legacy-html,9
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,womens-tennis,2025,legacy-html,7
Siena,Summit / MAAC / NEC / OVC,sienasaints.com,womens-tennis,2026,legacy-html,6
Ohio,MAC,ohiobobcats.com,mens-tennis,2022,none,0
Ohio,MAC,ohiobobcats.com,mens-tennis,2023,none,0
Ohio,MAC,ohiobobcats.com,mens-tennis,2024,none,0
Ohio,MAC,ohiobobcats.com,mens-tennis,2025,none,0
Ohio,MAC,ohiobobcats.com,mens-tennis,2026,none,0
Ohio,MAC,ohiobobcats.com,womens-tennis,2022,none,0
Ohio,MAC,ohiobobcats.com,womens-tennis,2023,none,0
Ohio,MAC,ohiobobcats.com,womens-tennis,2024,none,0
Ohio,MAC,ohiobobcats.com,womens-tennis,2025,none,0
Ohio,MAC,ohiobobcats.com,womens-tennis,2026,none,0
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,mens-tennis,2022,none,0
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,mens-tennis,2023,none,0
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,mens-tennis,2024,none,0
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,mens-tennis,2025,none,0
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,mens-tennis,2026,none,0
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,womens-tennis,2022,legacy-html,11
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,womens-tennis,2023,legacy-html,8
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,womens-tennis,2024,legacy-html,9
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,womens-tennis,2025,legacy-html,8
South Dakota,Summit / MAAC / NEC / OVC,goyotes.com,womens-tennis,2026,legacy-html,8
Marist,Summit / MAAC / NEC / OVC,gomarist.com,mens-tennis,2022,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,mens-tennis,2023,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,mens-tennis,2024,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,mens-tennis,2025,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,mens-tennis,2026,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,womens-tennis,2022,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,womens-tennis,2023,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,womens-tennis,2024,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,womens-tennis,2025,none,0
Marist,Summit / MAAC / NEC / OVC,gomarist.com,womens-tennis,2026,none,0
Iona,Summit / MAAC / NEC / OVC,icgaels.com,mens-tennis,2022,legacy-html,8
Iona,Summit / MAAC / NEC / OVC,icgaels.com,mens-tennis,2023,legacy-html,8
Iona,Summit / MAAC / NEC / OVC,icgaels.com,mens-tennis,2024,legacy-html,8
Iona,Summit / MAAC / NEC / OVC,icgaels.com,mens-tennis,2025,legacy-html,8
Iona,Summit / MAAC / NEC / OVC,icgaels.com,mens-tennis,2026,legacy-html,8
Iona,Summit / MAAC / NEC / OVC,icgaels.com,womens-tennis,2022,legacy-html,6
Iona,Summit / MAAC / NEC / OVC,icgaels.com,womens-tennis,2023,legacy-html,6
Iona,Summit / MAAC / NEC / OVC,icgaels.com,womens-tennis,2024,legacy-html,6
Iona,Summit / MAAC / NEC / OVC,icgaels.com,womens-tennis,2025,legacy-html,6
Iona,Summit / MAAC / NEC / OVC,icgaels.com,womens-tennis,2026,legacy-html,6
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,mens-tennis,2022,legacy-html,10
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,mens-tennis,2023,legacy-html,9
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,mens-tennis,2024,legacy-html,10
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,mens-tennis,2025,legacy-html,7
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,mens-tennis,2026,legacy-html,7
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,womens-tennis,2022,legacy-html,9
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,womens-tennis,2023,legacy-html,8
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,womens-tennis,2024,legacy-html,9
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,womens-tennis,2025,legacy-html,7
Niagara,Summit / MAAC / NEC / OVC,purpleeagles.com,womens-tennis,2026,legacy-html,7
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,mens-tennis,2022,legacy-html,10
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,mens-tennis,2023,legacy-html,13
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,mens-tennis,2024,legacy-html,9
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,mens-tennis,2025,legacy-html,11
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,mens-tennis,2026,legacy-html,9
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,womens-tennis,2022,legacy-html,7
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,womens-tennis,2023,legacy-html,7
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,womens-tennis,2024,legacy-html,7
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,womens-tennis,2025,legacy-html,9
Wagner,Summit / MAAC / NEC / OVC,wagnerathletics.com,womens-tennis,2026,legacy-html,7
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,mens-tennis,2022,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,mens-tennis,2023,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,mens-tennis,2024,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,mens-tennis,2025,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,mens-tennis,2026,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,womens-tennis,2022,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,womens-tennis,2023,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,womens-tennis,2024,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,womens-tennis,2025,none,0
Quinnipiac,Summit / MAAC / NEC / OVC,quinnipiacbobcats.com,womens-tennis,2026,none,0
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,mens-tennis,2022,legacy-html,15
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,mens-tennis,2023,legacy-html,13
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,mens-tennis,2024,legacy-html,13
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,mens-tennis,2025,legacy-html,15
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,mens-tennis,2026,legacy-html,6
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,womens-tennis,2022,legacy-html,9
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,womens-tennis,2023,legacy-html,9
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,womens-tennis,2024,legacy-html,9
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,womens-tennis,2025,legacy-html,8
Fairleigh Dickinson,Summit / MAAC / NEC / OVC,fduknights.com,womens-tennis,2026,legacy-html,4
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,mens-tennis,2022,legacy-html,8
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,mens-tennis,2023,legacy-html,8
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,mens-tennis,2024,legacy-html,8
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,mens-tennis,2025,legacy-html,6
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,mens-tennis,2026,none,0
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,womens-tennis,2022,legacy-html,9
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,womens-tennis,2023,legacy-html,9
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,womens-tennis,2024,legacy-html,8
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,womens-tennis,2025,legacy-html,7
LIU,Summit / MAAC / NEC / OVC,liuathletics.com,womens-tennis,2026,none,0
Belmont,Summit / MAAC / NEC / OVC,belmontbruins.com,mens-tennis,2022,legacy-html,9
Belmont,Summit / MAAC / NEC / OVC,belmontbruins.com,mens-tennis,2023,legacy-html,9
Belmont,Summit / MAAC / NEC / OVC,belmontbruins.com,mens-tennis,2024,legacy-html,9
Belmont,Summit / MAAC / NEC / OVC,belmontbruins.com,mens-tennis,2025,legacy-html,8
